DATETIME,VALUEMWHMETERINGDATA_customerES_1,VALUEMWHMETERINGDATA_customerES_100,VALUEMWHMETERINGDATA_customerES_104,VALUEMWHMETERINGDATA_customerES_107,VALUEMWHMETERINGDATA_customerES_109,VALUEMWHMETERINGDATA_customerES_11,VALUEMWHMETERINGDATA_customerES_114,VALUEMWHMETERINGDATA_customerES_115,VALUEMWHMETERINGDATA_customerES_117,VALUEMWHMETERINGDATA_customerES_126,VALUEMWHMETERINGDATA_customerES_127,VALUEMWHMETERINGDATA_customerES_129,VALUEMWHMETERINGDATA_customerES_130,VALUEMWHMETERINGDATA_customerES_140,VALUEMWHMETERINGDATA_customerES_143,VALUEMWHMETERINGDATA_customerES_148,VALUEMWHMETERINGDATA_customerES_151,VALUEMWHMETERINGDATA_customerES_154,VALUEMWHMETERINGDATA_customerES_162,VALUEMWHMETERINGDATA_customerES_164,VALUEMWHMETERINGDATA_customerES_167,VALUEMWHMETERINGDATA_customerES_169,VALUEMWHMETERINGDATA_customerES_175,VALUEMWHMETERINGDATA_customerES_179,VALUEMWHMETERINGDATA_customerES_180,VALUEMWHMETERINGDATA_customerES_182,VALUEMWHMETERINGDATA_customerES_183,VALUEMWHMETERINGDATA_customerES_186,VALUEMWHMETERINGDATA_customerES_188,VALUEMWHMETERINGDATA_customerES_19,VALUEMWHMETERINGDATA_customerES_190,VALUEMWHMETERINGDATA_customerES_199,VALUEMWHMETERINGDATA_customerES_2,VALUEMWHMETERINGDATA_customerES_201,VALUEMWHMETERINGDATA_customerES_202,VALUEMWHMETERINGDATA_customerES_207,VALUEMWHMETERINGDATA_customerES_209,VALUEMWHMETERINGDATA_customerES_210,VALUEMWHMETERINGDATA_customerES_213,VALUEMWHMETERINGDATA_customerES_214,VALUEMWHMETERINGDATA_customerES_216,VALUEMWHMETERINGDATA_customerES_225,VALUEMWHMETERINGDATA_customerES_226,VALUEMWHMETERINGDATA_customerES_232,VALUEMWHMETERINGDATA_customerES_234,VALUEMWHMETERINGDATA_customerES_242,VALUEMWHMETERINGDATA_customerES_244,VALUEMWHMETERINGDATA_customerES_247,VALUEMWHMETERINGDATA_customerES_263,VALUEMWHMETERINGDATA_customerES_265,VALUEMWHMETERINGDATA_customerES_266,VALUEMWHMETERINGDATA_customerES_267,VALUEMWHMETERINGDATA_customerES_269,VALUEMWHMETERINGDATA_customerES_270,VALUEMWHMETERINGDATA_customerES_273,VALUEMWHMETERINGDATA_customerES_274,VALUEMWHMETERINGDATA_customerES_282,VALUEMWHMETERINGDATA_customerES_297,VALUEMWHMETERINGDATA_customerES_298,VALUEMWHMETERINGDATA_customerES_30,VALUEMWHMETERINGDATA_customerES_300,VALUEMWHMETERINGDATA_customerES_307,VALUEMWHMETERINGDATA_customerES_31,VALUEMWHMETERINGDATA_customerES_311,VALUEMWHMETERINGDATA_customerES_312,VALUEMWHMETERINGDATA_customerES_313,VALUEMWHMETERINGDATA_customerES_334,VALUEMWHMETERINGDATA_customerES_335,VALUEMWHMETERINGDATA_customerES_336,VALUEMWHMETERINGDATA_customerES_39,VALUEMWHMETERINGDATA_customerES_40,VALUEMWHMETERINGDATA_customerES_44,VALUEMWHMETERINGDATA_customerES_45,VALUEMWHMETERINGDATA_customerES_46,VALUEMWHMETERINGDATA_customerES_48,VALUEMWHMETERINGDATA_customerES_5,VALUEMWHMETERINGDATA_customerES_59,VALUEMWHMETERINGDATA_customerES_60,VALUEMWHMETERINGDATA_customerES_61,VALUEMWHMETERINGDATA_customerES_62,VALUEMWHMETERINGDATA_customerES_63,VALUEMWHMETERINGDATA_customerES_64,VALUEMWHMETERINGDATA_customerES_66,VALUEMWHMETERINGDATA_customerES_67,VALUEMWHMETERINGDATA_customerES_69,VALUEMWHMETERINGDATA_customerES_70,VALUEMWHMETERINGDATA_customerES_72,VALUEMWHMETERINGDATA_customerES_74,VALUEMWHMETERINGDATA_customerES_76,VALUEMWHMETERINGDATA_customerES_80,VALUEMWHMETERINGDATA_customerES_89,VALUEMWHMETERINGDATA_customerES_90,VALUEMWHMETERINGDATA_customerES_92,VALUEMWHMETERINGDATA_customerES_93,VALUEMWHMETERINGDATA_customerES_94,VALUEMWHMETERINGDATA_customerES_96,VALUEMWHMETERINGDATA_customerES_97,VALUEMWHMETERINGDATA_customerES_98
2024-08-01 00:00:00,0.0012999872,0.031742573,0.034003917,0.01470477,0.0549371,0.012774173,2.3251758,0.671562,0.041865315,0.0029556092,0.00039076718,0.050561573,0.16202429,0.31086516,0.47027734,0.029155133,0.08493501,0.01834638,0.03814251,0.0213764,0.02653997,0.056875274,3.233021e-05,0.04217827,0.0035950004,0.018534707,0.0,0.00010420032,0.00014396691,3.4945621,0.09701413,0.00074015826,0.00036259094,0.0008788801,0.16067341,0.8522866,0.44942376,0.31615275,0.42315,0.0010053258,0.00069109566,0.0003596404,0.00033794562,1.9521636,0.000501231,0.017797397,0.4151476,0.0011310749,0.059939716,0.20370549,1.7746505,1.2088186,0.0075556706,0.0042542014,0.2621938,0.017183645,0.2231003,0.009807436,0.8641086,0.019450536,0.0028670048,2.3449175,0.009241462,0.055538986,0.0052784355,0.042455327,0.08586988,0.040114976,0.14532289,0.07699146,0.024536759,0.17022376,0.20116808,1.1313275,0.012899692,0.024304276,3.892752e-06,0.08634674,0.8398873,0.45036536,0.20903046,0.7367368,0.020645456,1.1793647,0.22204927,4.562508,1.6224142,1.7327284,0.195518,3.348088,1.6824509,0.34883028,2.330318,0.00021364779,0.0012495943,0.023482583,0.08011017,0.02099803
2024-08-01 01:00:00,0.0013662028,0.030278543,0.0257155,0.01426941,0.059295487,0.013185763,2.3742337,0.78182775,0.0475942,0.0029727311,0.0002343015,0.108572125,0.14984797,0.34231544,0.54601234,0.029497646,0.0920698,0.01418635,0.058381043,0.01223792,0.029800827,0.05623138,3.233021e-05,0.03812272,0.0047949175,0.016434427,0.0,0.001285482,5.318824e-05,3.1288981,0.10351658,0.0006238909,0.00020368444,0.00035685618,0.15348716,0.84029704,0.6917065,0.35728893,0.4788713,0.00067648734,0.0011477468,0.00017738779,0.00014423233,1.8959264,0.000112732334,0.01577359,0.2793038,0.0010938994,0.062647365,0.17178026,1.66158,1.4539288,0.008227909,0.009777149,0.21410784,0.013199175,0.23165064,0.007789921,1.0388981,0.0159481,0.0025347169,1.662944,0.012040335,0.22225177,0.003649848,0.030205293,0.10066731,0.03960846,0.15174969,0.08073207,0.028262665,0.16557834,0.23595124,1.3774717,0.016313426,0.020605374,3.892752e-06,0.23147294,0.848313,0.4736806,0.20877458,0.79825455,0.024922665,1.2313182,0.32499406,4.6293015,1.7716799,1.4668475,0.2628313,2.596675,1.929133,0.40935397,2.5491662,0.00020014426,0.0010008455,0.024986058,0.122043796,0.009280598
2024-08-01 02:00:00,0.0014163918,0.030084519,0.026105462,0.014137665,0.057087075,0.013143694,2.9782143,0.7506018,0.044701133,0.002900116,0.00022123483,0.11161864,0.124067396,0.34586832,0.5491015,0.031052498,0.09611878,0.013566484,0.0419848,0.007565541,0.029226555,0.05616739,3.233021e-05,0.04435422,0.0042310106,0.017380241,0.0,0.00035993257,5.318824e-05,3.092306,0.10459733,0.0006503218,0.00018936991,0.0002913641,0.15745772,0.8400059,0.7126904,0.3399409,0.47571573,0.00067648734,0.0010980875,0.00016264447,0.00013635031,1.92245,0.000112732334,0.014647814,0.2839437,0.0010810886,0.06150907,0.17515916,1.4345285,1.4155377,0.007834534,0.00979567,0.20692174,0.012692849,0.19095565,0.007365486,0.96497697,0.016350007,0.0023431492,1.6474818,0.010462894,0.37226403,0.0036025152,0.03670964,0.09599444,0.037881497,0.14181928,0.07869514,0.027494363,0.1794159,0.22861841,1.0763777,0.016133577,0.02021383,3.892752e-06,0.30067775,0.8601782,0.5032075,0.22314091,0.7985,0.025496084,1.3174067,0.40741423,4.7954426,1.6043338,1.4480833,0.26271424,2.5870655,1.8827609,0.37108642,2.5493207,0.00020014426,0.0010111524,0.025057504,0.09040921,0.012377123
2024-08-01 03:00:00,0.0013397564,0.030186893,0.027197951,0.013767803,0.05650704,0.013406343,2.9080255,0.78044266,0.045033265,0.0027551511,0.00020555631,0.10259262,0.13923633,0.3346473,0.53878754,0.030403053,0.09463306,0.014783182,0.04011402,0.008273646,0.028522763,0.05516368,3.233021e-05,0.0733516,0.0044561285,0.0167188,0.0,0.00035993257,5.318824e-05,2.9788437,0.09711086,0.00068115257,0.00017488952,0.0002913641,0.16749562,0.86707824,1.0673721,0.35146555,0.44403696,0.00067648734,0.0011098398,0.00016264447,0.00013635031,1.9173228,0.000112732334,0.014397406,0.2758018,0.0010810886,0.06044585,0.17368257,1.4959522,1.5271614,0.00808373,0.009802611,0.20274256,0.013566005,0.15613687,0.006747413,1.0354209,0.022076925,0.002332419,1.6142222,0.009077775,0.40976816,0.00350306,0.03561014,0.09034248,0.032551847,0.14390145,0.10231929,0.026060425,0.1673879,0.19462852,1.3990433,0.014090876,0.020352323,3.892752e-06,0.114998825,0.84886026,0.46384412,0.16907024,0.75413054,0.022755181,1.1979858,0.38644174,4.7176814,1.5175477,1.406934,0.26056042,2.7099993,1.8316026,0.2957844,2.5807843,0.00020014426,0.00086849433,0.024484884,0.10409507,0.016064228
2024-08-01 04:00:00,0.0014520811,0.029340655,0.026666975,0.013525456,0.056442987,0.01456793,3.2672362,0.79087526,0.045795683,0.002554036,0.00020555631,0.2189329,0.14978024,0.34508863,0.5517915,0.0319092,0.14650983,0.018187948,0.04072929,0.008085628,0.022154711,0.047734506,3.233021e-05,0.105948314,0.0069015697,0.01726538,0.0,0.00023170238,5.318824e-05,2.9477813,0.09368345,0.00063364,0.00017488952,0.0003243557,0.13492942,0.92067325,1.1750761,0.34040105,0.4053517,0.00067648734,0.0011765659,0.00016264447,0.00013635031,1.8000814,0.000112732334,0.01624539,0.27587304,0.0010708657,0.05983008,0.17016548,1.3709029,1.5454254,0.007926694,0.009988679,0.17991722,0.01670228,0.16294144,0.0067717982,1.0559534,0.0154667795,0.0021047087,1.6435155,0.008098583,0.4261995,0.0035064053,0.023122847,0.0896096,0.03686391,0.14257044,0.22861198,0.025819652,0.18059017,0.22121269,1.3081377,0.01386437,0.017223703,3.892752e-06,0.24115476,0.83785975,0.4602102,0.17401676,0.7215106,0.020292573,1.226401,0.37862062,4.1268816,1.2804878,1.3265755,0.21633716,2.7156563,1.7501465,0.305007,2.6258988,0.00016990199,0.00086849433,0.022727076,0.08535019,0.07683681
2024-08-01 05:00:00,0.0014520811,0.025420826,0.027530583,0.013231663,0.057100877,0.013337673,3.1195858,0.787069,0.07280168,0.0026797296,0.00020555631,0.22010732,0.14401232,0.32841054,0.50349104,0.030297847,0.23063573,0.04896323,0.041753378,0.010541596,0.021078493,0.0552436,3.233021e-05,0.14349882,0.0066555827,0.015728595,0.0,0.00035993257,5.318824e-05,3.096934,0.10175081,0.00063364,0.00017488952,0.00035531417,0.15632021,0.8563072,1.1219435,0.3538538,0.47033232,0.00067648734,0.0011879175,0.00016264447,0.00013635031,1.7879504,0.000112732334,0.015208555,0.26000583,0.0010708657,0.06360677,0.17868197,1.4199762,1.5822233,0.008884602,0.009777194,0.21115729,0.018566,0.12994318,0.0066180956,1.0601794,0.01601528,0.002323304,1.7267272,0.008455363,0.39536354,0.0035748337,0.02574961,0.09367589,0.03513507,0.14459734,0.25624698,0.02589489,0.1720908,0.4092739,1.2934879,0.0141372215,0.017135467,3.892752e-06,0.24764171,0.8324494,0.42866632,0.19235271,0.7193886,0.019559745,1.2156047,0.37586334,4.5920753,1.7452521,1.375404,0.21666129,2.9548979,1.5411266,0.30494085,2.6897242,0.00018511,0.00081985147,0.023755932,0.089979656,0.07670851
2024-08-01 06:00:00,0.0011468538,0.028948924,0.027330179,0.013808355,0.053133767,0.010285039,3.4077947,0.8157644,0.10433166,0.0025805414,0.00020555631,0.26840645,0.18423635,0.35475597,0.5096017,0.037809283,0.24244785,0.06803918,0.045626655,0.016932731,0.028647428,0.060884345,3.233021e-05,0.15155503,0.007783843,0.013445171,0.0,0.00040599497,5.318824e-05,2.9903576,0.11246627,0.00049567677,0.00017488952,0.00035531417,0.14573173,0.8981653,1.2272607,0.3772099,0.5538959,0.00067648734,0.0011477468,0.00017447362,0.00013635031,2.1338198,0.00010269317,0.017154058,0.28368294,0.0015472296,0.06139011,0.18199004,1.7056683,1.672021,0.011423378,0.009981578,0.14563403,0.035320465,0.28684708,0.01587997,0.8354083,0.016997283,0.0023389272,2.1830566,0.007963562,0.37029895,0.00367633,0.08815856,0.08819069,0.034927983,0.16745445,0.2758506,0.0352186,0.21364754,0.49230906,1.4718324,0.019320283,0.016337056,3.892752e-06,0.22362761,0.7775244,0.7272964,0.17397548,0.64769506,0.027188525,1.678117,0.35169068,4.5067015,1.348425,1.4263767,0.24417682,2.8952892,1.5401757,0.39188823,3.1939812,0.00017987014,0.00081071496,0.026018567,0.16176027,0.070768096
2024-08-01 07:00:00,0.0012449279,0.030295499,0.03198882,0.014096142,0.056548584,0.022650816,3.1746655,0.7535311,0.11792954,0.002606571,0.00018221131,0.31619337,0.28355148,0.34342098,0.48338804,0.065310195,0.25278014,0.068670705,0.05282719,0.034016293,0.028821707,0.06679,3.233021e-05,0.12678535,0.009344658,0.015075121,0.0,0.0005961158,5.318824e-05,3.072746,0.116504155,0.0006312467,0.00017488952,0.00037300444,0.16254285,0.84670645,1.3878525,0.46437597,0.69921726,0.00069303834,0.00062498206,0.00017447362,0.00013635031,2.3083432,0.00013790384,0.020156302,0.2776231,0.001608027,0.05948886,0.17702769,1.6672741,1.9340577,0.013918185,0.010003739,0.17857051,0.048100945,0.72439873,0.031713385,1.1727476,0.0115674585,0.0021684696,3.364824,0.007142385,0.5729828,0.0044831634,0.08771287,0.08165654,0.03268643,0.21747063,0.28412762,0.0342006,0.2334434,0.60468364,1.5457864,0.02628398,0.016326647,3.892752e-06,0.31971902,0.7384634,0.5759106,0.173705,0.7270963,0.028657647,1.773753,0.4291797,4.4106307,1.6406705,1.3177602,0.7102761,3.2556822,1.1876583,0.43326077,3.1357682,0.00023464728,0.0008877726,0.022743084,0.31289083,0.055427134
2024-08-01 08:00:00,0.0017413497,0.0365786,0.039656702,0.015073671,0.079794854,0.030109825,3.6782882,0.73091704,0.09641154,0.0025164182,0.00019846333,0.36658078,0.28987762,0.34419402,0.4409229,0.08880326,0.23198755,0.065767564,0.08399056,0.028320847,0.034818023,0.071388185,3.233021e-05,0.15143768,0.010250262,0.01971371,0.0,0.0005961158,5.318824e-05,3.1385267,0.13323532,0.00072217477,0.0001900147,0.0006054193,0.17078632,0.9246701,1.3645339,0.3601715,0.6484826,0.0009345736,0.00062498206,0.00030840575,0.00016906015,2.2939122,0.00013790384,0.018483883,0.28275278,0.0013662416,0.018972144,0.15207267,1.4640781,1.9796954,0.01493624,0.0033535305,0.17469071,0.051975813,0.7665545,0.034591854,1.1690855,0.013764871,0.002468529,3.1123605,0.0070113493,0.6587445,0.0046872045,0.07057456,0.09269748,0.04166959,0.22031395,0.27809724,0.051760335,0.23265491,0.63978595,1.5542539,0.023323378,0.018082745,3.892752e-06,0.3259773,0.69315016,0.7149313,0.15105946,0.7311521,0.029543905,1.9205126,0.43124902,4.416679,1.6335994,1.2772807,0.7736343,3.56178,1.5589653,0.449719,3.2119257,0.00026270756,0.0011201326,0.022605201,0.34338757,0.048116878
2024-08-01 09:00:00,0.005658767,0.028614206,0.049910784,0.012822393,0.081961684,0.038000733,3.1668847,0.37601468,0.11284777,0.006298312,0.0002020899,0.26590806,0.18015619,0.20946603,0.36975464,0.077220626,0.17390795,0.06183765,0.0747266,0.044498526,0.02881838,0.071064785,3.233021e-05,0.14919554,0.024617298,0.023261007,0.0,0.0009885158,0.000106651845,3.2729046,0.12886874,0.0016645606,0.00029671626,0.0033591932,0.15702131,0.9351011,0.44790053,0.44996178,0.54591686,0.0017878095,0.0023104188,0.0004382872,0.00040455643,2.3591604,0.0005044274,0.052756224,0.47960186,0.001058659,0.0013862543,0.024954034,2.0218036,1.9089348,0.009452379,0.00057963567,0.15661064,0.044417005,0.86263037,0.034296647,0.9663392,0.03687823,0.0034139508,0.909765,0.006287608,0.46761823,0.010159822,0.057928838,0.099467844,0.046131834,0.18948303,0.14077343,0.049560077,0.14938407,0.69318867,1.5227641,0.02908668,0.022136727,3.892752e-06,0.3359999,0.7495637,0.74138385,0.19878751,0.65302575,0.029881436,1.9571797,0.52968407,4.3167634,1.7809924,1.2243377,0.74790484,3.262035,1.1049063,0.3000434,3.073482,0.0002673341,0.0013225612,0.02663951,0.24831536,0.042103738
